"","StartDate","EndDate","condition","LibCon","WhtDis_comp","LibID","LibDis_comp"
"253","4/17/2019 12:23:26","4/17/2019 12:26:31","Actual threat",7,3.88888888888889,3.75,4.16666666666667
"254","4/17/2019 12:24:48","4/17/2019 12:36:53","Actual threat",3,2.125,3.25,3.97222222222222
"255","4/17/2019 16:18:44","4/17/2019 16:26:11","Actual threat",7,2.77777777777778,6.25,1.59722222222222
"256","4/17/2019 12:45:02","4/17/2019 12:47:20","Actual threat",7,3.38888888888889,5.5,3.47222222222222
"257","4/17/2019 12:45:53","4/17/2019 12:50:58","Actual threat",3,2.55555555555556,1,6.33333333333333
"258","4/17/2019 13:04:37","4/17/2019 13:12:16","Actual threat",3,1.36111111111111,2,5.66666666666667
"259","4/17/2019 12:39:05","4/17/2019 12:44:07","Actual threat",7,2.52777777777778,5.25,2.48611111111111
"260","4/17/2019 12:38:44","4/17/2019 12:45:20","Actual threat",1,2.63888888888889,1.25,6.375
"261","4/17/2019 12:56:03","4/17/2019 13:04:28","Actual threat",7,2.25,6,2.11111111111111
"262","4/17/2019 13:47:17","4/17/2019 13:53:05","Actual threat",2,1.93055555555556,1,5.22222222222222
"263","4/17/2019 14:31:20","4/17/2019 14:38:37","Actual threat",6,4.90277777777778,4.25,3.55555555555556
"264","4/17/2019 12:26:20","4/17/2019 12:44:43","Actual threat",5,1.41666666666667,1.75,6.02777777777778
"265","4/17/2019 15:40:40","4/17/2019 15:45:54","Actual threat",6,3.94444444444444,4,3.94444444444444
"266","4/17/2019 12:22:21","4/17/2019 12:29:55","Actual threat",1,1,1,6.88888888888889
"267","4/17/2019 12:23:31","4/17/2019 12:40:59","Actual threat",8,4.76388888888889,6.75,1.40277777777778
"268","4/17/2019 13:30:42","4/17/2019 13:35:16","Actual threat",6,2.91666666666667,5.25,2.59722222222222
"269","4/17/2019 12:32:53","4/17/2019 12:55:27","Actual threat",4,2.5,4,4
"270","4/17/2019 12:36:41","4/17/2019 12:44:30","Actual threat",1,1.16666666666667,1.75,6.29166666666667
"271","4/17/2019 14:08:13","4/17/2019 14:16:15","Actual threat",2,1.88888888888889,4,3.16666666666667
"272","4/17/2019 12:40:46","4/17/2019 12:46:49","Actual threat",7,2.69444444444444,5.75,1.73611111111111
"273","4/17/2019 13:10:02","4/17/2019 13:13:20","Actual threat",7,3.52777777777778,4.5,3.13888888888889
"274","4/17/2019 12:23:57","4/17/2019 12:28:28","Actual threat",2,2.22222222222222,1,6.66666666666667
"275","4/17/2019 14:00:29","4/17/2019 14:07:44","Actual threat",5,3.54166666666667,2.25,4.65277777777778
"276","4/17/2019 12:22:17","4/17/2019 12:28:27","Actual threat",7,4.80555555555556,6,1.88888888888889
"277","4/17/2019 12:35:15","4/17/2019 12:39:57","Actual threat",3,3.05555555555556,1,5.88888888888889
"278","4/17/2019 12:24:17","4/17/2019 12:29:25","Actual threat",5,3.11111111111111,3.25,5.58333333333333
"279","4/17/2019 16:29:57","4/17/2019 16:38:33","Actual threat",4,4.97222222222222,2,5.66666666666667
"280","4/17/2019 12:24:02","4/17/2019 12:32:00","Actual threat",8,3.02777777777778,6.25,1.98611111111111
"281","4/17/2019 12:22:14","4/17/2019 12:28:41","Actual threat",7,1,7,1
"282","4/17/2019 16:18:46","4/17/2019 16:29:29","Actual threat",3,2.33333333333333,2,5.66666666666667
"283","4/17/2019 12:29:28","4/17/2019 12:37:00","Actual threat",7,2.47222222222222,5.5,2
"284","4/17/2019 12:59:58","4/17/2019 13:04:31","Actual threat",1,1.18055555555556,1,6.88888888888889
"285","4/17/2019 12:25:18","4/17/2019 12:32:45","Actual threat",6,2.43055555555556,5,2.66666666666667
"286","4/17/2019 15:17:47","4/17/2019 15:22:16","Actual threat",4,1.34722222222222,2.25,5.09722222222222
"287","4/17/2019 12:22:28","4/17/2019 12:27:29","Actual threat",8,4.33333333333333,5.25,2.875
"288","4/17/2019 12:26:28","4/17/2019 12:35:11","Actual threat",2,3.88888888888889,2,5.83333333333333
"289","4/17/2019 16:45:00","4/17/2019 16:49:13","Actual threat",5,3.73611111111111,2.75,4.68055555555556
"290","4/17/2019 15:15:38","4/17/2019 15:25:33","Actual threat",4,4.36111111111111,3.75,3.83333333333333
"291","4/17/2019 12:25:43","4/17/2019 12:47:54","Actual threat",4,2.33333333333333,1.5,5.86111111111111
"292","4/17/2019 14:22:46","4/17/2019 14:30:02","Actual threat",8,2,7,1
"293","4/17/2019 14:02:27","4/17/2019 14:08:34","Actual threat",6,3.19444444444444,4.25,2.86111111111111
"294","4/17/2019 12:22:21","4/17/2019 12:28:38","Actual threat",3,2.01388888888889,2,5.66666666666667
"295","4/17/2019 12:28:37","4/17/2019 12:41:36","Actual threat",2,2.52777777777778,2,5.72222222222222
"296","4/17/2019 12:26:32","4/17/2019 12:32:27","Actual threat",4,3.77777777777778,1.5,6.08333333333333
"297","4/17/2019 12:38:10","4/17/2019 12:44:49","Actual threat",5,4.08333333333333,3,4.83333333333333
"298","4/17/2019 15:54:15","4/17/2019 16:02:58","Actual threat",3,3.16666666666667,2.75,4.33333333333333
"299","4/17/2019 12:33:15","4/17/2019 12:36:29","Actual threat",7,4.33333333333333,6,2
"300","4/17/2019 13:24:14","4/17/2019 13:46:53","Actual threat",4,4.18055555555556,3,5
"301","4/17/2019 13:02:50","4/17/2019 13:08:57","Actual threat",5,1,4.75,2.66666666666667
"302","4/17/2019 12:24:15","4/17/2019 12:37:06","Actual threat",8,5.84722222222222,6.25,1.48611111111111
"303","4/17/2019 13:17:20","4/17/2019 13:25:06","Actual threat",2,2.48611111111111,1,6.61111111111111
"304","4/17/2019 16:43:24","4/17/2019 16:57:56","Actual threat",5,2.40277777777778,4.75,2.95833333333333
"305","4/17/2019 15:57:01","4/17/2019 16:03:27","Actual threat",3,1,1,6.5
"306","4/17/2019 12:36:47","4/17/2019 12:43:13","Actual threat",1,3.66666666666667,1,6.38888888888889
"307","4/17/2019 13:02:55","4/17/2019 13:16:26","Actual threat",7,3.83333333333333,6.25,1.93055555555556
"308","4/17/2019 12:34:04","4/17/2019 12:38:36","Actual threat",8,6.05555555555556,3.75,4.05555555555556
"309","4/17/2019 12:22:52","4/17/2019 12:27:34","Actual threat",6,4.30555555555556,2.25,4.875
"310","4/17/2019 12:46:39","4/17/2019 12:52:53","Actual threat",7,4.625,2.25,5.23611111111111
"311","4/17/2019 13:09:55","4/17/2019 13:15:36","Actual threat",8,2.94444444444444,3.25,5.41666666666667
"312","4/17/2019 14:16:23","4/17/2019 14:25:41","Actual threat",2,1.45833333333333,1.75,5.625
"313","4/17/2019 12:27:47","4/17/2019 12:36:20","Actual threat",5,4.27777777777778,3.25,4.22222222222222
"314","4/17/2019 12:23:34","4/17/2019 12:27:58","Actual threat",2,2.54166666666667,1,6.66666666666667
"315","4/17/2019 14:06:30","4/17/2019 14:14:56","Actual threat",6,1.79166666666667,4.75,2.51388888888889
"316","4/17/2019 15:13:06","4/17/2019 15:19:19","Actual threat",5,2.77777777777778,3.25,4.58333333333333
"317","4/17/2019 12:47:07","4/17/2019 12:50:58","Actual threat",2,3,2.25,5.59722222222222
"318","4/17/2019 12:51:47","4/17/2019 12:58:47","Actual threat",5,1,5.25,2.31944444444444
"319","4/17/2019 12:48:05","4/17/2019 13:00:30","Actual threat",2,2.30555555555556,1.5,5.80555555555556
"320","4/17/2019 13:13:08","4/17/2019 13:18:46","Actual threat",2,1,1,6.16666666666667
"321","4/17/2019 13:18:28","4/17/2019 13:27:35","Actual threat",2,1,1,6.33333333333333
"322","4/17/2019 12:42:15","4/17/2019 12:46:33","Actual threat",6,2.47222222222222,3.75,3.68055555555556
"323","4/17/2019 12:31:20","4/17/2019 12:39:15","Actual threat",7,2.16666666666667,6,1.66666666666667
"324","4/17/2019 12:35:55","4/17/2019 12:42:32","Actual threat",8,3.55555555555556,6.75,1.29166666666667
"325","4/17/2019 12:39:18","4/17/2019 12:50:05","Actual threat",6,2.58333333333333,5.5,2.08333333333333
"326","4/17/2019 12:28:45","4/17/2019 12:34:07","Actual threat",6,3,3.25,4.33333333333333
"327","4/17/2019 12:37:53","4/17/2019 12:43:21","Actual threat",2,2,2.25,5.27777777777778
"328","4/17/2019 13:38:56","4/17/2019 13:41:51","Actual threat",6,3.31944444444444,6.75,2.95833333333333
"329","4/17/2019 12:37:29","4/17/2019 12:42:35","Actual threat",5,4.83333333333333,2.5,4.83333333333333
"330","4/17/2019 12:35:08","4/17/2019 12:39:48","Actual threat",7,4.66666666666667,5.5,2.47222222222222
"331","4/17/2019 12:24:45","4/17/2019 12:32:35","Actual threat",7,5.36111111111111,4.25,2.83333333333333
"332","4/17/2019 14:12:52","4/17/2019 14:21:52","Actual threat",2,1.625,1,6.27777777777778
"333","4/17/2019 13:26:09","4/17/2019 13:39:05","Actual threat",7,3.52777777777778,5.75,2.125
"334","4/17/2019 12:55:57","4/17/2019 13:01:06","Actual threat",2,2.23611111111111,1,6.55555555555556
"335","4/17/2019 12:55:39","4/17/2019 13:09:22","Actual threat",5,2.27777777777778,3.75,4.08333333333333
"336","4/17/2019 14:23:16","4/17/2019 14:34:54","Actual threat",1,3.05555555555556,1,6.55555555555556
"337","4/17/2019 12:23:22","4/17/2019 12:26:43","Actual threat",2,2.54166666666667,2,5.55555555555556
"338","4/17/2019 14:51:59","4/17/2019 14:59:51","Actual threat",2,1.16666666666667,1,6.94444444444444
"339","4/17/2019 12:31:37","4/17/2019 12:36:13","Actual threat",4,3.11111111111111,2,4.94444444444444
"340","4/17/2019 12:31:32","4/17/2019 12:41:39","Actual threat",5,1,6.5,1.47222222222222
"341","4/17/2019 12:33:30","4/17/2019 12:40:01","Actual threat",5,2.25,2,5.33333333333333
"342","4/17/2019 12:28:52","4/17/2019 12:37:29","Actual threat",6,3.72222222222222,3.75,3.69444444444444
"343","4/17/2019 12:40:15","4/17/2019 12:49:09","Actual threat",7,4.91666666666667,6.75,1.23611111111111
"344","4/17/2019 12:27:27","4/17/2019 12:33:45","Actual threat",8,5.76388888888889,2.75,4.06944444444444
"345","4/17/2019 15:42:21","4/17/2019 15:49:37","Actual threat",2,2.125,2,5.27777777777778
"346","4/17/2019 12:29:50","4/17/2019 12:37:29","Actual threat",7,3.05555555555556,5.25,2.20833333333333
"347","4/17/2019 13:42:54","4/17/2019 13:49:36","Actual threat",7,4.86111111111111,2.25,4.72222222222222
"348","4/17/2019 12:59:36","4/17/2019 13:06:19","Actual threat",4,1.79166666666667,2.5,5.58333333333333
"349","4/17/2019 12:28:21","4/17/2019 12:35:31","Actual threat",4,2.27777777777778,5.25,2.55555555555556
"350","4/17/2019 13:01:33","4/17/2019 13:05:44","Actual threat",5,3.5,2.75,4.77777777777778
"351","4/17/2019 12:41:40","4/17/2019 12:49:17","Actual threat",6,3.66666666666667,2.75,4.77777777777778
"352","4/17/2019 13:19:08","4/17/2019 13:26:46","Actual threat",7,4.75,3.25,4.69444444444444
"353","4/17/2019 12:26:14","4/17/2019 13:52:12","Actual threat",5,4.08333333333333,3,4.72222222222222
"354","4/17/2019 12:43:48","4/17/2019 12:55:48","Actual threat",5,2.86111111111111,3.25,4.75
"355","4/17/2019 12:38:04","4/17/2019 12:44:42","Actual threat",8,4,6.5,1.36111111111111
"356","4/17/2019 12:22:39","4/17/2019 12:27:27","Actual threat",6,4,4.75,2.61111111111111
"357","4/17/2019 12:25:16","4/17/2019 12:28:15","Actual threat",7,3.63888888888889,4.5,3.83333333333333
"358","4/17/2019 12:31:08","4/17/2019 12:39:17","Actual threat",4,3,2.25,5.20833333333333
"359","4/17/2019 12:33:31","4/17/2019 12:37:40","Actual threat",7,2.44444444444444,6,2
"360","4/17/2019 17:30:16","4/17/2019 17:39:15","Actual threat",2,1.66666666666667,1,6.88888888888889
"361","4/17/2019 12:24:19","4/17/2019 12:30:21","Actual threat",4,4,1.75,5.56944444444444
"362","4/17/2019 12:22:20","4/17/2019 12:26:36","Actual threat",7,3.83333333333333,3.5,3.72222222222222
"363","4/17/2019 12:26:52","4/17/2019 12:32:41","Actual threat",7,2.94444444444444,5,2.55555555555556
"364","4/17/2019 14:56:55","4/17/2019 15:10:10","Actual threat",6,1.29166666666667,5,2.27777777777778
"365","4/17/2019 12:29:33","4/17/2019 12:35:06","Actual threat",6,3.11111111111111,3,5.11111111111111
"366","4/17/2019 12:27:04","4/17/2019 12:34:56","Actual threat",1,2.54166666666667,1,6.5
"367","4/17/2019 13:07:30","4/17/2019 13:13:12","Actual threat",6,4.33333333333333,2,5.66666666666667
"368","4/17/2019 12:21:55","4/17/2019 12:34:27","Actual threat",1,4.88888888888889,6,2.33333333333333
"369","4/17/2019 12:26:08","4/17/2019 12:37:40","Actual threat",7,3.55555555555556,5.75,2.29166666666667
"370","4/17/2019 12:23:53","4/17/2019 12:28:16","Actual threat",6,2.875,5,2.61111111111111
"371","4/17/2019 14:18:16","4/17/2019 14:21:53","Actual threat",1,4,1,5.66666666666667
"372","4/17/2019 12:24:27","4/17/2019 12:29:09","Actual threat",5,4,4,4
"373","4/17/2019 13:04:23","4/17/2019 13:11:33","Actual threat",5,4.33333333333333,1.75,6.58333333333333
"374","4/17/2019 12:54:14","4/17/2019 12:59:49","Actual threat",3,2.81944444444444,3,4.88888888888889
"375","4/17/2019 12:22:58","4/17/2019 12:26:17","Actual threat",8,5.83333333333333,5,2.83333333333333
"376","4/17/2019 12:46:22","4/17/2019 12:58:51","Actual threat",4,1.77777777777778,1.75,6.125
"377","4/17/2019 12:31:53","4/17/2019 12:36:40","Actual threat",4,4.52777777777778,1,6.55555555555556
"378","4/17/2019 13:51:53","4/17/2019 13:57:44","Actual threat",4,2.63888888888889,3.25,4.41666666666667
"379","4/17/2019 12:26:45","4/17/2019 12:30:45","Actual threat",3,1.98611111111111,3,4.19444444444444
"380","4/17/2019 12:37:08","4/17/2019 12:43:31","Actual threat",2,1.11111111111111,1,7
"381","4/17/2019 15:52:34","4/17/2019 16:03:24","Actual threat",8,3.88888888888889,7,1.05555555555556
"382","4/17/2019 12:37:22","4/17/2019 12:48:56","Actual threat",8,6.61111111111111,2.25,5.43055555555556
"383","4/17/2019 12:35:05","4/17/2019 12:41:07","Actual threat",8,7,4,2.5
"384","4/17/2019 12:22:53","4/17/2019 12:31:48","Actual threat",4,5,1,5.44444444444444
"385","4/17/2019 13:26:22","4/17/2019 13:34:28","Actual threat",2,3.66666666666667,5,3.66666666666667
"386","4/17/2019 12:22:26","4/17/2019 12:31:33","Actual threat",3,2.55555555555556,1,6.66666666666667
"387","4/17/2019 12:30:30","4/17/2019 12:39:07","Actual threat",2,2.66666666666667,2.75,4.45833333333333
"388","4/17/2019 12:41:38","4/17/2019 12:51:55","Actual threat",6,4.41666666666667,4.5,3.44444444444444
"389","4/17/2019 12:54:27","4/17/2019 13:03:42","Actual threat",1,3.80555555555556,1.75,6.58333333333333
"390","4/17/2019 12:56:35","4/17/2019 13:05:54","Actual threat",6,4.02777777777778,3.75,3.625
"391","4/17/2019 12:36:19","4/17/2019 12:41:36","Actual threat",8,4.19444444444444,5.75,2.73611111111111
"392","4/17/2019 13:11:16","4/17/2019 13:19:45","Actual threat",7,4.25,2.5,4.72222222222222
"393","4/17/2019 12:46:26","4/17/2019 12:53:27","Actual threat",7,4.93055555555556,5.5,2.30555555555556
"394","4/17/2019 12:29:25","4/17/2019 12:33:35","Actual threat",3,1.54166666666667,2.75,4.56944444444444
"395","4/17/2019 12:30:43","4/17/2019 12:36:37","Actual threat",2,1.23611111111111,4,4.41666666666667
"396","4/17/2019 13:59:31","4/17/2019 14:04:42","Actual threat",1,1,1,5
"397","4/17/2019 12:26:26","4/17/2019 12:33:12","Actual threat",4,1.54166666666667,2,5.88888888888889
"398","4/17/2019 12:33:31","4/17/2019 12:37:50","Actual threat",4,5.16666666666667,3.25,4.80555555555556
"399","4/17/2019 12:47:11","4/17/2019 12:52:26","Actual threat",8,4.88888888888889,6.25,1.70833333333333
"400","4/17/2019 12:25:06","4/17/2019 12:43:35","Actual threat",2,2,2,5.83333333333333
"401","4/17/2019 12:47:54","4/17/2019 12:51:22","Actual threat",8,5.45833333333333,7,1
"402","4/17/2019 13:51:28","4/17/2019 14:01:01","Actual threat",7,4.63888888888889,6.25,1.48611111111111
"403","4/17/2019 13:04:47","4/17/2019 13:09:48","Actual threat",2,1.70833333333333,1,6.66666666666667
"404","4/17/2019 12:23:31","4/17/2019 12:36:48","Actual threat",5,4.27777777777778,4.5,2.36111111111111
"405","4/17/2019 12:33:33","4/17/2019 12:52:53","Actual threat",4,2,2.5,4.75
"406","4/17/2019 12:21:50","4/17/2019 12:32:18","Actual threat",6,4.38888888888889,3.75,4.55555555555556
"407","4/17/2019 13:39:36","4/17/2019 13:46:58","Actual threat",8,2.83333333333333,5.25,2.20833333333333
"408","4/17/2019 13:03:07","4/17/2019 13:07:13","Actual threat",4,3.47222222222222,3.5,4.33333333333333
"409","4/17/2019 13:08:14","4/17/2019 13:19:45","Actual threat",6,4.38888888888889,4.75,2.83333333333333
"410","4/17/2019 12:44:37","4/17/2019 12:53:57","Actual threat",3,3.70833333333333,2.25,4.98611111111111
"411","4/17/2019 12:22:19","4/17/2019 12:29:05","Actual threat",7,3.66666666666667,4.75,2.80555555555556
"412","4/17/2019 12:58:47","4/17/2019 13:06:11","Actual threat",7,2.375,4.75,2.625
"413","4/17/2019 12:41:17","4/17/2019 12:54:52","Actual threat",2,2.18055555555556,1,6.66666666666667
"414","4/17/2019 12:30:31","4/17/2019 12:38:15","Actual threat",8,4.30555555555556,7,1.33333333333333
"415","4/17/2019 12:48:24","4/17/2019 12:58:24","Actual threat",7,3.66666666666667,5,2.55555555555556
"416","4/17/2019 13:02:29","4/17/2019 13:06:36","Actual threat",8,3,7,1
"417","4/17/2019 14:13:54","4/17/2019 14:20:07","Actual threat",7,3.52777777777778,5.25,2.375
"418","4/17/2019 12:25:43","4/17/2019 12:30:37","Actual threat",7,3.61111111111111,4.25,3.08333333333333
"419","4/17/2019 12:30:12","4/17/2019 12:35:52","Actual threat",4,3.38888888888889,3,4.52777777777778
"420","4/17/2019 12:33:00","4/17/2019 12:40:00","Actual threat",5,4.83333333333333,4.25,3.06944444444444
"421","4/17/2019 15:14:37","4/17/2019 15:26:37","Actual threat",6,1.41666666666667,4.25,2.55555555555556
"422","4/17/2019 13:13:40","4/17/2019 13:18:30","Actual threat",2,1.875,2,5.72222222222222
"423","4/17/2019 14:17:18","4/17/2019 14:24:50","Actual threat",3,4.19444444444444,1.25,6.15277777777778
"424","4/17/2019 12:22:45","4/17/2019 12:33:36","Actual threat",5,2.61111111111111,5,2.61111111111111
"425","4/17/2019 12:23:14","4/17/2019 12:26:02","Actual threat",7,4.77777777777778,6,2.16666666666667
"426","4/17/2019 14:08:14","4/17/2019 14:18:22","Actual threat",8,2.44444444444444,7,1
"427","4/17/2019 12:29:00","4/17/2019 12:38:54","Actual threat",8,4.47222222222222,6.75,1.18055555555556
"428","4/17/2019 12:22:42","4/17/2019 12:33:04","Actual threat",3,3.16666666666667,2,5.61111111111111
"429","4/17/2019 12:23:57","4/17/2019 12:30:45","Actual threat",2,2.55555555555556,1,6.44444444444444
"430","4/17/2019 15:59:06","4/17/2019 16:06:24","Actual threat",5,2.27777777777778,2.75,5.08333333333333
"431","4/17/2019 12:25:31","4/17/2019 12:32:27","Actual threat",7,4.77777777777778,6,1.88888888888889
"432","4/17/2019 12:36:59","4/17/2019 12:41:24","Actual threat",7,3.72222222222222,2.75,4.05555555555556
"433","4/17/2019 12:33:47","4/17/2019 12:45:49","Actual threat",7,2.66666666666667,5.75,2.23611111111111
"434","4/17/2019 16:55:50","4/17/2019 16:59:05","Actual threat",6,4.88888888888889,4.25,3.58333333333333
"435","4/17/2019 14:02:59","4/17/2019 14:08:15","Actual threat",8,3.33333333333333,5.75,2.06944444444444
"436","4/17/2019 12:21:48","4/17/2019 12:25:12","Actual threat",8,4.19444444444444,7,1
"437","4/17/2019 12:32:21","4/17/2019 12:39:04","Actual threat",2,1.80555555555556,1,5.05555555555556
"438","4/17/2019 12:29:57","4/17/2019 12:58:25","Actual threat",2,3.16666666666667,1,6.38888888888889
"439","4/17/2019 12:22:37","4/17/2019 12:26:28","Actual threat",4,3,1,6.33333333333333
"440","4/17/2019 14:26:56","4/17/2019 14:31:29","Actual threat",3,2.375,2.5,4.66666666666667
"441","4/17/2019 12:29:45","4/17/2019 12:34:44","Actual threat",7,5.19444444444444,4.75,2.55555555555556
"442","4/17/2019 12:23:54","4/17/2019 12:30:26","Actual threat",7,2.77777777777778,4.25,3.38888888888889
"443","4/17/2019 12:31:18","4/17/2019 12:42:03","Actual threat",7,2.77777777777778,5,2.97222222222222
"444","4/17/2019 12:32:03","4/17/2019 12:39:13","Actual threat",4,2.79166666666667,2.25,5.31944444444444
"445","4/17/2019 14:50:52","4/17/2019 14:55:11","Actual threat",5,1.23611111111111,5,2.72222222222222
"446","4/17/2019 12:23:34","4/17/2019 12:28:44","Actual threat",4,1,4,2.83333333333333
"447","4/17/2019 12:37:23","4/17/2019 12:45:58","Actual threat",2,2.34722222222222,1,6.61111111111111
"448","4/17/2019 12:39:27","4/17/2019 12:59:10","Actual threat",2,2.66666666666667,2,5.27777777777778
"449","4/17/2019 12:21:42","4/17/2019 12:25:20","Actual threat",5,3.66666666666667,4,3.16666666666667
"450","4/17/2019 13:03:20","4/17/2019 13:07:32","Actual threat",2,2.80555555555556,3,5
"451","4/17/2019 13:14:31","4/17/2019 13:21:04","Actual threat",4,3.05555555555556,4.75,2.94444444444444
"452","4/17/2019 12:25:38","4/17/2019 12:36:12","Actual threat",5,2.55555555555556,6.75,2.90277777777778
"453","4/17/2019 12:26:03","4/17/2019 12:32:18","Actual threat",1,1,1,6.66666666666667
"454","4/17/2019 13:20:53","4/17/2019 13:32:57","Actual threat",7,3.77777777777778,4.5,2.5
"455","4/17/2019 12:44:42","4/17/2019 12:51:28","Actual threat",7,5.02777777777778,5,2.88888888888889
"456","4/17/2019 12:26:20","4/17/2019 12:37:26","Actual threat",2,1.18055555555556,1,6.55555555555556
"457","4/17/2019 14:57:24","4/17/2019 15:04:02","Actual threat",3,2,2,5.33333333333333
"458","4/17/2019 12:24:07","4/17/2019 12:33:26","Actual threat",1,1.22222222222222,2,5.72222222222222
"459","4/17/2019 12:26:45","4/17/2019 12:34:08","Actual threat",1,1.66666666666667,2,5.83333333333333
"460","4/17/2019 12:32:24","4/17/2019 12:47:29","Actual threat",7,2.94444444444444,5.25,2.26388888888889
"461","4/17/2019 12:48:19","4/17/2019 12:53:19","Actual threat",5,2,5,2.72222222222222
"462","4/17/2019 16:47:05","4/17/2019 16:54:50","Actual threat",4,2.66666666666667,2.25,4.26388888888889
"463","4/17/2019 12:43:53","4/17/2019 12:48:29","Actual threat",2,2.58333333333333,2,5.27777777777778
"464","4/17/2019 12:24:14","4/17/2019 12:28:18","Actual threat",8,4,6,2
"465","4/17/2019 12:59:18","4/17/2019 13:08:14","Actual threat",6,4.22222222222222,3.75,3.68055555555556
"466","4/17/2019 12:30:31","4/17/2019 12:37:30","Actual threat",8,2.38888888888889,7,1
"467","4/17/2019 12:56:59","4/17/2019 13:11:38","Actual threat",5,3.91666666666667,3,3.77777777777778
"468","4/17/2019 12:26:04","4/17/2019 12:32:11","Actual threat",7,4.61111111111111,3.5,3.88888888888889
"469","4/17/2019 13:58:21","4/17/2019 14:02:44","Actual threat",4,3,3,4.91666666666667
"470","4/17/2019 12:37:44","4/17/2019 12:43:45","Actual threat",7,3.5,6,2
"471","4/17/2019 13:14:40","4/17/2019 13:22:24","Actual threat",8,2,6.75,1.18055555555556
"472","4/17/2019 15:40:42","4/17/2019 15:46:15","Actual threat",5,3.55555555555556,3,4.66666666666667
"473","4/17/2019 12:30:42","4/17/2019 12:38:21","Actual threat",8,5.22222222222222,5,3.11111111111111
"474","4/17/2019 12:24:29","4/17/2019 12:34:35","Actual threat",7,3.11111111111111,5.75,1.90277777777778
"475","4/17/2019 16:49:25","4/17/2019 16:58:19","Actual threat",4,1.29166666666667,1.5,6.41666666666667
"476","4/17/2019 14:08:53","4/17/2019 14:14:05","Actual threat",4,1.72222222222222,2.25,5.25
"477","4/17/2019 12:22:03","4/17/2019 12:29:14","Actual threat",5,5.41666666666667,1,5.83333333333333
"478","4/17/2019 12:25:18","4/17/2019 12:36:02","Actual threat",3,2.20833333333333,3.5,4.08333333333333
"479","4/17/2019 12:29:36","4/17/2019 12:35:14","Actual threat",4,2.22222222222222,4,4.11111111111111
"480","4/17/2019 13:08:08","4/17/2019 13:15:24","Actual threat",5,2.83333333333333,2.75,4.58333333333333
"481","4/17/2019 14:43:57","4/17/2019 14:50:35","Actual threat",4,2.26388888888889,2,5.38888888888889
"482","4/17/2019 14:15:12","4/17/2019 14:23:57","Actual threat",2,1.91666666666667,1.5,5.36111111111111
"483","4/17/2019 12:38:14","4/17/2019 12:41:59","Actual threat",6,4.25,3.75,4.75
"484","4/17/2019 12:59:52","4/17/2019 13:06:24","Actual threat",7,3.80555555555556,5,2.5
"485","4/17/2019 12:30:21","4/17/2019 12:34:24","Actual threat",8,2.15277777777778,5.5,2.08333333333333
"486","4/17/2019 12:24:32","4/17/2019 12:31:47","Actual threat",2,2,1.25,6.59722222222222
"487","4/17/2019 12:46:03","4/17/2019 12:52:11","Actual threat",8,3.69444444444444,6.5,1.36111111111111
"488","4/17/2019 12:29:37","4/17/2019 12:39:11","Actual threat",6,1.86111111111111,5.25,2.56944444444444
"489","4/17/2019 12:42:03","4/17/2019 12:50:40","Actual threat",6,3.05555555555556,5.5,1.88888888888889
"490","4/17/2019 12:27:40","4/17/2019 12:33:47","Actual threat",7,3.27777777777778,6.5,1.69444444444444
"491","4/17/2019 12:27:55","4/17/2019 12:32:09","Actual threat",8,3.86111111111111,6.75,1.125
"492","4/17/2019 12:25:05","4/17/2019 12:29:50","Actual threat",6,1.77777777777778,4.5,3.19444444444444
"493","4/17/2019 12:22:37","4/17/2019 12:27:03","Actual threat",7,1.77777777777778,5.25,2.26388888888889
"494","4/17/2019 12:50:35","4/17/2019 12:54:26","Actual threat",2,2.59722222222222,1,6.55555555555556
"495","4/17/2019 12:31:02","4/17/2019 12:34:50","Actual threat",2,2.01388888888889,1.5,6.13888888888889
"496","4/17/2019 14:16:04","4/17/2019 14:18:30","Actual threat",2,1,1,7
"497","4/17/2019 12:47:01","4/17/2019 12:51:16","Actual threat",8,5.59722222222222,6.5,1.63888888888889
"498","4/17/2019 12:39:25","4/17/2019 12:42:34","Actual threat",8,3.69444444444444,3.5,4.5
"499","4/17/2019 12:50:34","4/17/2019 12:58:16","Actual threat",5,2.125,5.5,2.19444444444444
"500","4/17/2019 12:30:26","4/17/2019 12:34:18","Actual threat",5,5.5,1.75,5.38888888888889
"501","4/17/2019 13:58:36","4/17/2019 23:11:21","Actual threat",7,4.19444444444444,7,1.05555555555556
"502","4/17/2019 12:32:11","4/17/2019 12:38:38","Actual threat",8,2.55555555555556,7,1.11111111111111
"503","4/17/2019 12:24:32","4/17/2019 12:29:13","Actual threat",4,3.08333333333333,1.75,5.95833333333333
"504","4/17/2019 14:50:31","4/17/2019 14:52:54","Actual threat",6,2.875,5.5,2.80555555555556
"505","4/17/2019 15:41:09","4/17/2019 16:01:45","Actual threat",8,3.83333333333333,4.25,2.70833333333333
"506","4/17/2019 12:32:26","4/17/2019 12:41:09","Actual threat",2,2.48611111111111,1,6.94444444444444
"507","4/17/2019 12:44:20","4/17/2019 12:51:40","Actual threat",3,2.55555555555556,2,5.44444444444444
"508","4/17/2019 12:22:33","4/17/2019 12:29:02","Actual threat",5,2.23611111111111,4,3.5
"509","4/17/2019 12:29:09","4/17/2019 12:34:51","Actual threat",4,1.83333333333333,1.75,6.52777777777778
